,time,passenger_rail_load_MWh,freight_rail_load_MWh,aviation_load_MWh,ship_load_MWh,HDV_load_MWh,MDV_load_MWh,LDV_load_MWh,transportation_load_MWh
0,2025-01-01 01:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,561.4908203654189,345.7803492731322,6846.608132430963,7944.722716035235
1,2025-01-01 02:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,753.5424151920139,344.0497084269525,7463.022623391338,8751.458160976024
2,2025-01-01 03:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,440.87557318601654,282.91102423773003,7038.32382455266,7952.953835942128
3,2025-01-01 04:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,254.82422759522194,256.2019160463509,6084.8684108514235,6786.737968458717
4,2025-01-01 05:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,203.70524070278083,235.7353185499214,5300.258707643605,5930.542680862028
5,2025-01-01 06:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,254.51361190296663,231.61310119791892,4458.731956107429,5135.702083174036
6,2025-01-01 07:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,635.6991315545895,243.52589753782345,3621.063845124246,4691.13228818238
7,2025-01-01 08:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,426.5421647991201,229.07941288585994,3103.333989130566,3949.7989807812664
8,2025-01-01 09:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,282.95658140530185,226.23384647155666,2334.7385577060263,3034.772399548606
9,2025-01-01 10:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,280.6416909212881,230.52719518325563,1821.1441121332566,2523.1564122035206
10,2025-01-01 11:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,283.56829830889603,227.38836973298845,1483.3079103771374,2185.1079923847424
11,2025-01-01 12:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,293.4298562817553,232.7125281716232,1204.3959118265902,1921.3817102456892
12,2025-01-01 13:00:00+00:00,154.06379254073525,36.77962142498533,0.0,0.0,318.4328859166205,321.8397388290739,1159.4593835591843,1990.5754222705993
