,time,passenger_rail_load_MWh,freight_rail_load_MWh,aviation_load_MWh,ship_load_MWh,HDV_load_MWh,MDV_load_MWh,LDV_load_MWh,transportation_load_MWh
0,2035-01-01 01:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,1702.683231514471,981.4474763874288,19048.988517565565,22388.37692858818
1,2035-01-01 02:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,2285.0668043822166,976.5353028223708,19590.634447166936,23507.494257492235
2,2035-01-01 03:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,1336.9255888451091,803.0019963944716,19201.06659214396,21996.251880504253
3,2035-01-01 04:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,772.7373691125326,727.1920584205767,18116.114779598698,20271.30191025252
4,2035-01-01 05:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,617.7224719195168,669.1005835714917,17197.109439682023,19139.190198293745
5,2035-01-01 06:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,771.7954478709634,657.4002662291446,15955.973400274677,18040.426817495496
6,2035-01-01 07:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,1927.7149551294315,691.2130144928735,14271.532204902724,17545.71787764574
7,2035-01-01 08:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,1293.4604898165367,650.208758657792,12097.441518498861,14696.368470093901
8,2035-01-01 09:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,858.0468440996423,642.1320302315485,10385.432253010154,12540.868830462057
9,2035-01-01 10:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,851.0270940574999,654.3180791704365,9301.286084819381,11461.88896116803
10,2035-01-01 11:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,859.9018345579116,645.4089774141883,8549.603936050173,10710.172451142986
11,2035-01-01 12:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,889.80634730857,660.5208305731929,7836.751054536243,10042.33593553872
12,2035-01-01 13:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,965.6263567410274,913.4955185827483,7625.946018256353,10160.325596700843
13,2035-01-01 14:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,986.8281799895778,1369.4754396762216,8173.6738220112475,11185.23514479776
14,2035-01-01 15:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,737.4341178694842,271.56961557808086,9245.323595372012,10909.585031940293
15,2035-01-01 16:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,1325.8903231109402,95.8312161349317,10833.641476420229,12910.620718786813
16,2035-01-01 17:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,475.8065448373028,58.294176036156124,12166.709504255987,13356.067928250159
17,2035-01-01 18:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,401.9223180895442,78.80725989788276,13312.605016160192,14448.592297268333
18,2035-01-01 19:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,138.39216890325622,61.10586812435039,13990.509971147747,14845.265711296066
19,2035-01-01 20:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,267.22740622327194,66.4166097975443,15037.35691455181,16026.258633693338
20,2035-01-01 21:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,493.7160665879699,290.3033506056996,15390.05671891224,16829.33383922662
21,2035-01-01 22:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,148.6388004065557,1003.5645784451375,15964.070528069497,17771.5316100419
22,2035-01-01 23:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,765.4186740328527,1876.4902273401249,16814.545005632237,20111.711610125923
23,2035-01-02 00:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,1867.621103560986,3242.6652355457704,18041.59860633499,23807.142648562458
24,2035-01-02 01:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,1702.683231514471,981.4474763874288,19077.68974425109,22417.078155273703
25,2035-01-02 02:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,2285.0668043822166,976.5353028223708,19616.41496169398,23533.27477201928
26,2035-01-02 03:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,1336.9255888451091,803.0019963944716,19225.326936053047,22020.512224413338
27,2035-01-02 04:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,772.7373691125326,727.1920584205767,18138.117133912998,20293.30426456682
28,2035-01-02 05:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,617.7224719195168,669.1005835714917,17217.85195993731,19159.93271854903
29,2035-01-02 06:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,771.7954478709634,657.4002662291446,15975.651207722027,18060.104624942844
30,2035-01-02 07:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,1927.7149551294315,691.2130144928735,14020.434580222787,17294.620252965804
31,2035-01-02 08:00:00+00:00,164.16351220407952,332.56481051196573,137.04477602604052,21.484604378627083,1293.4604898165367,650.208758657792,10948.075175766122,13547.002127361162
