Units,scenario,region,sector,subsector,technology,input,Year,value
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2035,6.27218e-09
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2040,1.03183e-07
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2045,3.13274e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,BEV,elect_td_trn,2050,0.000126741
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2035,5.50463e-09
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2040,1.24443e-07
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2045,7.75228e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Hydrogen,H2 wholesale dispensing,2050,0.000747855
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,1975,0.00913001
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,1990,0.020841
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2005,0.0383762
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2010,0.026815
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2015,0.021462
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2020,0.0186263
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2025,0.0178337
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2030,0.0172498
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2035,0.0163005
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2040,0.0158365
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2045,0.0145775
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_aviation_intl,International Aviation,Liquids,refined liquids enduse,2050,0.01219
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Domestic Ship,Liquids,refined liquids enduse,1975,0.000454075
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Domestic Ship,Liquids,refined liquids enduse,1990,0.000137893
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2005,1.46992e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Domestic Ship,Liquids,refined liquids enduse,2010,3.51981e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,BEV,elect_td_trn,2025,2.83284e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,BEV,elect_td_trn,2030,0.000119714
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,BEV,elect_td_trn,2035,0.000228868
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,BEV,elect_td_trn,2040,0.000321084
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,BEV,elect_td_trn,2045,0.000382517
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,BEV,elect_td_trn,2050,0.000366739
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2025,3.88907e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2030,0.000147777
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2035,0.000282277
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2040,0.000373056
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2045,0.000464638
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,FCEV,H2 wholesale dispensing,2050,0.000500042
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2025,5.93386e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2030,0.000212418
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2035,0.000413374
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2040,0.000506864
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2045,0.000468714
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Hybrid Liquids,refined liquids enduse,2050,0.000325218
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,1975,0.0018618
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,1990,0.00352321
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,2005,0.0035422
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,2010,0.00349031
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,2015,0.00266076
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,2020,0.00242538
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,2025,0.00203513
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,2030,0.0015666
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,2035,0.000946695
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,2040,0.000661051
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,2045,0.000491091
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight,Freight Rail,Liquids,refined liquids enduse,2050,0.000294087
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,BEV,elect_td_trn,2025,0.000236618
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,BEV,elect_td_trn,2030,0.000817251
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,BEV,elect_td_trn,2035,0.000734497
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,BEV,elect_td_trn,2040,0.00066697
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,BEV,elect_td_trn,2045,0.000610817
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,BEV,elect_td_trn,2050,0.000563375
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,FCEV,H2 retail dispensing,2025,3.46211e-07
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,FCEV,H2 retail dispensing,2030,3.78723282e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,FCEV,H2 retail dispensing,2035,2.002522518e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,FCEV,H2 retail dispensing,2040,0.00014896990276
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,FCEV,H2 retail dispensing,2045,0.0027225948132
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,FCEV,H2 retail dispensing,2050,0.006128385005
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Hybrid Liquids,refined liquids enduse,2020,0.000431129
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Hybrid Liquids,refined liquids enduse,2025,0.0015748806
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Hybrid Liquids,refined liquids enduse,2030,0.0017557150000000001
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Hybrid Liquids,refined liquids enduse,2035,0.00234651513
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Hybrid Liquids,refined liquids enduse,2040,0.0032678655
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Hybrid Liquids,refined liquids enduse,2045,0.00265962323
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Hybrid Liquids,refined liquids enduse,2050,0.000137164006
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,1990,0.0278213
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,2005,0.0279706
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,2010,0.0275611
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,2015,0.0210108
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,2020,0.01634054
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,2025,0.010277405
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,2030,0.008811016000000001
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,2035,0.0076344310000000006
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,2040,0.0053115018
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,2045,0.0012161166
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Heavy truck,Liquids,refined liquids enduse,2050,9.982255000000001e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,BEV,elect_td_trn,2025,0.000336003
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,BEV,elect_td_trn,2030,0.000688293
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,BEV,elect_td_trn,2035,0.0011002149999999999
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,BEV,elect_td_trn,2040,0.0016816821
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,BEV,elect_td_trn,2045,0.002377754
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,BEV,elect_td_trn,2050,0.002908415
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,FCEV,H2 retail dispensing,2025,2.06608e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,FCEV,H2 retail dispensing,2030,1.46986e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,FCEV,H2 retail dispensing,2035,4.731432e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,FCEV,H2 retail dispensing,2040,9.5569896e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,FCEV,H2 retail dispensing,2045,0.00017276187
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,FCEV,H2 retail dispensing,2050,0.00029006240000000003
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Hybrid Liquids,refined liquids enduse,2020,0.000255209
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Hybrid Liquids,refined liquids enduse,2025,0.000907973
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Hybrid Liquids,refined liquids enduse,2030,0.001036274
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Hybrid Liquids,refined liquids enduse,2035,0.0010848667
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Hybrid Liquids,refined liquids enduse,2040,0.000909186
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Hybrid Liquids,refined liquids enduse,2045,0.0005671688999999999
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Hybrid Liquids,refined liquids enduse,2050,0.0003063198
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,1990,0.00656793
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,2005,0.00660317
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,2010,0.00650645
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,2015,0.00496009
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,2020,0.0053368
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,2025,0.004630602
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,2030,0.003536459
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,2035,0.002402323
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,2040,0.00049999
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,2045,0.00018368711
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Light truck,Liquids,refined liquids enduse,2050,1.7066538e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,BEV,elect_td_trn,2025,0.000176909
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,BEV,elect_td_trn,2030,0.000510622
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,BEV,elect_td_trn,2035,0.000487114
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,BEV,elect_td_trn,2040,0.00046569
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,BEV,elect_td_trn,2045,0.00044605
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,BEV,elect_td_trn,2050,0.000428022
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,FCEV,H2 retail dispensing,2025,6.55176e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,FCEV,H2 retail dispensing,2030,3.9002300000000004e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,FCEV,H2 retail dispensing,2035,0.00017375321000000002
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,FCEV,H2 retail dispensing,2040,0.0006989383
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,FCEV,H2 retail dispensing,2045,0.0030400263
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,FCEV,H2 retail dispensing,2050,0.005852187
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Hybrid Liquids,refined liquids enduse,2020,0.00032972
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Hybrid Liquids,refined liquids enduse,2025,0.001307208
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Hybrid Liquids,refined liquids enduse,2030,0.0018900050000000002
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Hybrid Liquids,refined liquids enduse,2035,0.0024296383
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Hybrid Liquids,refined liquids enduse,2040,0.002723434
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Hybrid Liquids,refined liquids enduse,2045,0.0016128537999999999
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Hybrid Liquids,refined liquids enduse,2050,0.00017123669999999998
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,1990,0.0189637
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,2005,0.0190655
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,2010,0.0187863
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,2015,0.0143215
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,2020,0.01656009
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,2025,0.01434293
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,2030,0.01303144
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,2035,0.01037652
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,2040,0.0068681720000000005
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,2045,0.002023328
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_freight_road,Medium truck,Liquids,refined liquids enduse,2050,8.300429999999999e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,BEV,elect_td_trn,2035,0.00024526
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,BEV,elect_td_trn,2040,0.00123476
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,BEV,elect_td_trn,2045,0.00877018
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,BEV,elect_td_trn,2050,0.0209073
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Hydrogen,H2 wholesale dispensing,2035,5.30888e-05
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Hydrogen,H2 wholesale dispensing,2040,0.000184445
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Hydrogen,H2 wholesale dispensing,2045,0.00180828
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Hydrogen,H2 wholesale dispensing,2050,0.00864069
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,1975,0.0348855
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,1990,0.0796327
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,2005,0.146634
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,2010,0.10246
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,2015,0.0820066
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,2020,0.073838
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,2025,0.0706833
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,2030,0.0630319
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,2035,0.0568485
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,2040,0.0489222
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,2045,0.0274683
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,Domestic Aviation,Liquids,refined liquids enduse,2050,0.00328192
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,HSR,Electric,elect_td_trn,2020,7.15327e-07
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,HSR,Electric,elect_td_trn,2025,1.55662e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,HSR,Electric,elect_td_trn,2030,2.24995e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,HSR,Electric,elect_td_trn,2035,3.01962e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,HSR,Electric,elect_td_trn,2040,4.33605e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,HSR,Electric,elect_td_trn,2045,5.7901e-06
EJ,"T_03b_NZnoCCS_climate,date=2023-19-2T09:39:15-08:00",AK,trn_pass,HSR,Electric,elect_td_trn,2050,7.03934e-06
