FIPS,2020,2030,2040,2050,2060,2070,2080,2090,2100,state_name
24027,308392.63409080106,314558.12669843016,313889.7077805129,306749.2769387854,292392.2346373782,275722.5246523462,255684.46341266055,231477.17819903817,204455.4456857528,maryland
24029,21897.069878296414,23250.709911569196,22207.521016876795,20174.462841138127,19694.62034602413,19071.316209464665,18274.717821148544,17168.23237960334,15802.690587464442,maryland
24031,1031889.8140944522,1046452.2956478794,1045096.4298656553,1033206.0046358742,1008862.7479046612,976236.8957828778,934209.924579564,881866.9406291245,821180.595327097,maryland
24033,920115.5698181196,933283.3481669184,931857.382125958,919929.1568506492,893860.9250170636,858332.9935865895,814226.9681507198,759682.0035808763,697890.1047948522,maryland
24035,48019.88871060786,50175.50644887546,48824.957759540106,45065.30435558159,42520.81747146663,39246.19679690838,35271.32539253682,31009.32339240192,26919.53625865358,maryland
24037,136051.82554063562,139959.27434769462,138678.26105400908,130978.03342857948,122349.3734444108,112750.84504391716,102116.57510926395,90118.18303197926,79382.48223027076,maryland
24039,29091.339877409304,49354.41751459359,48307.32103597328,46911.23106417492,45603.67080657464,44047.33180826488,42434.15461615011,40577.86612533644,38489.3145495818,maryland
24041,39337.19838293761,40967.56208984184,39981.08204633776,37324.1638764072,36015.071508846355,34465.72814395738,32475.660859955344,29844.1723381028,26929.907908303656,maryland
24043,161214.24665695635,166281.0182512834,164787.2784078279,156354.90231576748,147447.8748740727,137956.43489952883,127339.9228907956,114031.39389141528,99445.30979379152,maryland
24045,107526.22408842624,110666.05448904814,109344.61942256172,104715.76591233324,98997.55266201092,91803.02339533049,83000.98941937355,72867.686698332,62134.03988038447,maryland
24047,52436.63691589977,54328.96747167651,52718.16921811615,50375.26355504216,47880.78977108701,44530.994343092425,40556.28079951972,35928.51546899783,30692.86961737252,maryland
24510,642807.0173171044,648583.7312071129,648488.0341877121,646856.8051812722,642111.1419386343,634733.230423368,624675.6900382077,611070.6929160957,593972.7234517724,maryland
22001,66070.61234903528,67111.12754734587,65541.30032872038,62557.02501227663,58450.71428586553,55098.41483867748,50736.68762895413,45802.33886980231,41390.36407742155,louisiana
22003,27087.344182542744,27476.57368029814,26904.283593499425,25728.301069644185,24908.99539840512,24125.515796152024,23304.72937179636,21797.940476741416,20039.30361267545,louisiana
22005,111033.3297144096,111588.5030974301,111380.56237181697,107152.59435020352,102926.0461991618,97320.7625866255,90185.7952692932,81689.39888341099,72198.30636329792,louisiana
22007,24534.898825000237,24311.73541503948,24236.083198312863,23572.16206330925,22128.369292660664,20190.44165190379,17353.31651865555,14766.154076972216,12701.293460367451,louisiana
22009,44149.38252971109,44601.47567228685,44158.87507065177,42395.2854175878,40515.563754068695,37814.49646649176,35451.249056981804,31841.11606831231,28396.031334772902,louisiana
22011,37969.09339561484,38742.46620973923,37663.40833842806,35494.22833217924,33333.39117966922,30621.594635191137,27894.80813363012,25362.223357895684,22319.455612817088,louisiana
22013,15290.718244552872,15718.564748762274,15293.411990809018,14288.039916132862,13808.809498265651,13281.794787592327,12554.705712738669,11857.160353396785,10823.938983521735,louisiana
22015,122430.80594204346,123653.65539053564,122628.59938005748,119889.71711972692,115024.31770952596,109017.20126553767,100186.19259380864,89622.11800139521,79147.50619772499,louisiana
22017,265267.3327219536,267807.8571734484,265552.0083509156,260802.47091272371,253956.65258652196,243852.63477866547,229588.02498498696,214104.05534775765,198830.84179330996,louisiana
22019,201145.9162770838,202835.4903271601,200291.70839750505,196726.7645851548,188947.517359424,180089.18057864462,168258.060008193,155592.6155625587,141419.073812421,louisiana
22021,10753.9040190308,10873.0700532742,10490.141698013147,9778.595623086663,9243.613903039895,8818.703090741008,8348.477565212947,7756.445027066263,7240.833586112033,louisiana
22023,7087.521680073202,6600.200889853369,6524.11113279372,6153.807982870318,5942.631793050392,5667.688610414505,5277.31761008544,4933.520815884013,4422.845898386142,louisiana
22025,11158.507093927656,11362.100465134808,10979.682556398146,10391.136893599582,10178.7689133531,10055.562222042718,9856.364024387263,9536.803096297674,9084.244529520778,louisiana
22027,18503.02731661682,18944.20290972459,18536.34578960789,17424.90200192934,16932.43685336076,16428.988462042184,15677.80038763734,14252.431646150577,13113.113352982808,louisiana
22029,21729.33785757861,21892.816992847173,21691.892063738025,21186.980169046325,20568.70338537332,19604.96344563698,18300.49273088139,16710.704596125557,15010.23713541449,louisiana
22031,28461.403006450484,29122.44291758329,28386.227797694897,26866.994186391035,25853.839881539767,25073.738623960497,23611.189544576897,21489.30084575528,18959.509422095503,louisiana
22033,456412.0355714064,459476.6266956162,455682.7188587445,448535.6904629593,438821.3202110934,424944.776618522,407807.6069788471,385464.8430922033,361675.0767028485,louisiana
22035,8184.455361185083,8347.541300117986,8213.186333959091,7905.84245293689,7602.738952585469,7112.537073690232,6572.750004365086,5975.900756960846,5603.052471494275,louisiana
22037,21298.757829483755,21756.61503195232,20970.58600930577,19464.17602100621,18233.562129129645,16932.273765947568,15786.300922518894,13966.268985110715,13270.391025675408,louisiana
22039,35670.25142655279,36344.24589593354,35554.496715919755,33981.26065479465,32306.564912661663,30773.321083444785,28914.85704031117,26761.410348952108,23603.4377864006,louisiana
22041,22126.716483262044,22650.91077799148,21920.19614799664,20330.07698335912,19141.57858789612,17786.536335641937,16245.440564904433,14551.63039862383,12073.68041254218,louisiana
22043,22926.296420326613,22983.369649865825,22272.111333117155,21191.262094646085,19517.484138604326,18114.648297283013,16466.653168965775,13221.62963543666,11446.58736852895,louisiana
22045,76602.55684695562,77366.68351389545,76872.38617352869,74599.16916970466,71302.22109475396,68181.67305272036,63937.03844274247,58546.81495903974,52176.74332934548,louisiana
22047,34488.66360564334,34448.10177214258,34349.79273885944,33789.96969914613,32922.17701773309,31917.40966112858,30614.0148699824,29224.16865428716,27579.1951381399,louisiana
22049,17445.84268463762,17853.543167445376,17425.411055201897,16477.969542844956,15819.78708452362,15047.567524205244,14226.05858035326,12975.215359908389,11341.41774976282,louisiana
22051,439950.3177417901,441742.0522219681,441185.8143765752,439969.5391536282,436101.393086482,429637.9751251292,421789.6423974485,411633.9559857101,400588.3937270416,louisiana
22053,33485.483331773954,34130.78704072567,33557.21771897557,32177.118651232424,31017.538843088736,29639.55431434024,28037.87195213067,25903.68247920113,23119.629341472333,louisiana
22055,230441.19657177187,232575.11782504973,230541.17395993855,224926.29634738696,218600.33886831847,210823.3251152536,200260.7648160846,186664.2973117852,170738.69210848305,louisiana
22057,99550.250654705,99849.5753981994,99607.16538089512,98378.18679115448,95337.60531763906,90307.0233443752,83588.29937429095,74783.40543587119,66533.66759565921,louisiana
22059,15798.256998353469,16126.801614416783,15808.210177516712,15030.679425682729,14558.868223183305,14055.579098300665,13424.780362094223,12511.672151443114,11558.399667747206,louisiana
22061,49148.954584393374,49945.68367644554,48858.67672262877,46642.7634918195,44029.62725012507,41158.647210719246,37860.36751664325,33190.93521644439,28728.24897999795,louisiana
22063,132893.2209917393,133643.24056619988,130387.3989309179,121304.09931264786,111615.5037918547,100819.93377162976,88312.07352211709,76811.86920379351,60848.86364476618,louisiana
22065,13003.828366142669,13200.430812670633,13013.0786036011,12654.844535533131,12398.845766414935,12066.793767776047,11579.43903290955,10916.292268662042,10151.335323497053,louisiana
22067,29912.025277632187,30458.882894049068,30063.880892048583,29059.403889572222,27922.82419081909,26915.153858600992,26009.45145671781,24480.978124266563,22394.07203617292,louisiana
22069,41656.71752821253,42207.93197156045,41498.11982374185,40068.55925487189,38874.34841420019,37489.79478248407,35549.21281555815,32596.378208910464,30393.9375217049,louisiana
22071,352483.14090472646,354102.21033767547,353633.47090689634,353168.6419126138,351324.31648719,347865.5455488732,342919.8614804225,336105.88778213004,327069.85305886046,louisiana
22073,159670.13967402978,161105.90290260594,159612.9276453965,155040.33371134638,147115.37942065398,140901.6466433462,130878.7345176092,119954.756728066,108101.43615223758,louisiana
22075,26204.366613684957,26127.16178874128,26007.74164973847,25396.368572500087,23960.67877432255,22161.74780553063,19765.98146227885,17356.463741035765,15103.426622460738,louisiana
22077,24427.11511988186,24792.9514284966,24586.42356304353,23722.547054476698,22565.85629009245,21116.24584737797,19429.80650211982,17550.03260872544,15932.34420333988,louisiana
22079,137280.3288476072,138577.66670853953,136414.34459819348,132856.08855829114,128032.99074581476,121107.3704440828,112856.4684101789,104327.77538078964,93518.50806295344,louisiana
22081,9677.897627215283,9899.127409314851,9615.445900344494,8963.754643266291,8591.61889194118,8314.442945794297,7998.299471191722,7742.205711115354,6826.880573622399,louisiana
22083,21744.146435887134,22209.418494999103,21679.3352097268,20496.347497007424,19713.816109222265,18878.435985650096,17722.61584698599,16118.6500678052,14446.302120145652,louisiana
22085,25868.35485077256,26479.64655355384,25859.3010103292,24213.323579681182,23590.00263838779,22803.80831587305,21595.47828397123,19940.35197910238,17348.822849623324,louisiana
22087,37474.648213472174,37593.61364081622,37549.306855029885,37134.46617478649,35742.870701480715,33850.04242154115,32109.27721496617,30329.745271374635,28159.80361453204,louisiana
22089,54541.68598304674,54597.74834000399,54541.27365082103,53976.18736326551,52154.80841665927,49398.80196445444,45918.69158533407,41954.99406379584,38160.47586925133,louisiana
22091,12111.8693143726,12449.577204091747,11837.853471066324,10671.952774641575,10133.076972485776,8985.416815463022,8034.533880007955,7056.018632666011,6373.063898795946,louisiana
22093,23063.165561195576,23204.04259719963,23163.73055590426,22737.68565953208,21789.17108399582,20669.40470524264,19083.75020888932,17221.199197520644,15600.56624104598,louisiana
22095,47500.07937935892,47654.86709781539,47625.09404648184,47061.86339503581,46007.62477975482,44399.97557308523,41998.49210513947,39720.42747374007,36508.86589820475,louisiana
22097,87339.5671286028,88427.9841199166,86464.77442122731,81840.63248526897,75724.400097011,69825.38368796108,64204.31644893006,57678.04199595343,51354.93421330576,louisiana
22099,55080.46921675086,55486.10058336664,54967.012932619946,51540.71486216794,46485.89179586081,41504.481287751296,36724.49535674066,30897.018536483643,25398.86109636944,louisiana
22101,56491.59561121384,56843.33343158589,56769.772242211526,56065.49889000091,54367.31072195894,51672.23919437691,48246.21515128875,44333.67030510053,40074.63160220013,louisiana
22103,242505.17833090652,244405.33172850392,241967.41404491017,235663.38557577663,226873.0581430538,215504.7554314808,202502.16009987277,184323.14861176367,166585.3651449739,louisiana
22105,126708.06506146108,128201.11302213528,124653.82383834606,116557.87737027535,107191.7958238924,97193.35278512056,84478.96349830201,70517.35821797469,57625.833701656375,louisiana
22107,5668.391566771827,5759.305958898976,5602.8801634438405,5348.2311008593015,5253.347278854458,5237.68887235233,5216.987299768565,5162.006239626779,5090.726221443336,louisiana
22109,116108.77775103062,115767.26095202254,115500.68699887554,113892.4605540669,109444.98720113208,102547.12454177329,93557.42793556968,85935.92583443846,76370.53622906716,louisiana
22111,24204.122427053106,24705.451391516584,24052.17958977596,22334.36746303445,21337.2542045042,20140.41218504718,17966.880094459262,16112.12433173746,13955.044011173037,louisiana
22113,61342.33344123038,62382.20418718284,60910.6957517698,56364.72084303055,50302.92025605102,45370.338258184805,40510.39263893295,35997.5278678392,31237.660096671618,louisiana
22115,54641.536697639545,55433.50600617086,54302.19369512481,52061.80841658204,49996.120822342535,47375.92320510288,44305.29765664699,39467.93112980267,35554.97499905066,louisiana
22117,49646.34176082346,50428.883283448624,48931.27621849718,46017.94084653738,42789.174898820165,38436.30919283792,35392.291949019185,31802.177805223688,26258.57211513372,louisiana
22119,43021.98439669891,43675.09230384265,42937.55181721905,41140.09985902862,38871.61363844563,36500.80652286208,32292.767316866943,29160.343921918186,25486.98944124504,louisiana
22121,24869.928636578377,25096.65389589651,25044.45276935385,24655.385841852916,23765.75887285157,22657.900875470805,21301.148602090325,19393.99037852121,17554.831147543784,louisiana
22123,12254.527518121526,12601.15102214207,12211.074665746728,11288.741823261618,10907.48150044198,10500.563237174743,10247.495400866004,9700.674813492064,9367.732556591603,louisiana
22125,15903.433771324786,16258.715878497826,15983.80490344221,15236.075529960135,14673.51210251554,14134.553630750115,13782.24593954735,13138.572198326849,12882.907878977792,louisiana
22127,15999.344726947853,16027.052414308762,15776.89287202897,15167.08407106216,14706.96145586953,13934.576433925173,13229.838681198276,12175.553571797394,11093.329275401014,louisiana
38001,2554.403187291843,2731.4430957031745,3077.762544975765,3396.5572049632224,3560.8986126055597,3602.07413144398,3445.0073023701166,3102.610148238481,2639.6068518172506,north_dakota
38003,11870.707556156958,12607.428108064876,13444.454716312744,13884.390691015147,14057.157915401704,14034.433901692197,13625.116314059473,12873.162922346355,12004.0638872306,north_dakota
38005,6818.6322459794765,7161.5395093425,7787.135908907673,8175.940588588423,8351.914166374278,8359.245474259002,8069.4137176926115,7444.558796328761,6413.528431502612,north_dakota
38007,790.3617719166623,849.5304045585756,973.983484373318,1053.159732281532,1093.097823544333,1103.2441671750944,1067.828295991295,987.6612356600398,875.6913093407754,north_dakota
38009,6796.697047370275,7236.982703851255,7967.161876687061,8467.822392359092,8694.973034709075,8683.865273988817,8211.683644676466,7399.248633734378,6397.113127007367,north_dakota
38011,3423.6850224267814,3670.444485793862,4066.83645009741,4437.4938725854845,4627.306657222528,4671.121625271305,4484.024261414865,4076.4745037907214,3500.8310356835104,north_dakota
38013,2063.0609526252406,2705.0380896806314,3057.7272132648445,3387.267775382088,3561.115085999036,3613.870865892168,3480.947550533376,3160.361417866198,2744.744454036936,north_dakota
38015,91793.632348925,107038.26178365292,119553.50932810707,122654.41668580368,122730.44379063074,120301.90577668571,117933.4535845287,114288.5664789368,111741.86690032482,north_dakota
38017,169939.26510207614,180449.95735634177,182856.90239905112,183415.291133924,183498.218669029,183223.75407874267,182121.98559577824,180514.9313080513,178380.32036858867,north_dakota
38019,4250.69662466535,4534.127229875784,5086.369156536731,5539.35668675239,5767.800317996409,5810.738027986532,5529.667873628705,4929.14874225445,4137.599995766211,north_dakota
38021,5651.913828278149,6008.97862843989,6529.418471753953,6865.252239918095,7025.816847788586,7041.003278339779,6780.916292051928,6275.4192530157325,5649.220953249361,north_dakota
38023,22398.91635101492,23797.059418378325,24372.01609803266,24766.392672882263,24922.5206935496,24851.584706631187,24317.34833607546,23683.023887229763,22793.43609196848,north_dakota
38025,3693.186547178763,3988.73988658553,4712.992684984068,5306.084255312447,5614.386013038163,5695.60768780261,5396.995735415473,4752.700567227408,3943.1698136199375,north_dakota
38027,2516.052065173761,2676.925130341202,2939.0332507756907,3124.761084877864,3218.0980925361973,3236.16805226256,3119.653717315792,2871.275268265918,2550.099441679867,north_dakota
38029,3987.934894897148,4251.44721545499,4843.219443802662,5315.305672057796,5559.95612684106,5622.733141027304,5407.288544104318,4938.879247833526,4272.139066211035,north_dakota
38031,3528.7885256398663,3751.262265266362,4053.142333422586,4239.2287022903565,4324.724157204103,4325.596173535453,4164.415612718414,3854.206198639637,3459.191886112092,north_dakota
38033,1817.9694847050253,11407.227615455427,11691.947257672877,11920.392020342926,12039.84886872894,12074.006289422625,11977.834893069004,11761.119680840124,11468.073255551772,north_dakota
38035,75308.12343455704,80035.58109833163,81644.84941251147,82090.54065518228,82218.79167923816,82094.42174617857,81372.56405086517,79837.96282875928,78157.19758928496,north_dakota
38037,2695.791269187623,2881.743421661137,3423.073015376476,3951.769567013448,4228.314767132432,4304.675548079818,4081.979140724064,3573.2781508540825,2863.512155482665,north_dakota
38039,2533.4750874886795,2688.9481153736306,3009.417741357516,3216.626220305674,3319.43633518896,3335.055643828071,3189.941005878829,2896.8245711177765,2526.874896458776,north_dakota
38041,2594.8460456419957,2772.172207602607,3150.5228657496227,3516.039246495017,3706.759141423663,3758.6048273531583,3605.16941894807,3256.861184692016,2762.4877647712374,north_dakota
38043,11334.624576101703,12074.595890186558,12592.23663311497,12985.731628145286,13192.25130725152,13252.900418671876,13065.43666450316,12581.696315134966,11733.709293705846,north_dakota
38045,4325.2440686967575,4597.051431864761,5129.937308453627,5473.339753208766,5646.217749283388,5678.43133367789,5465.051071689589,5024.928623178928,4444.187379951311,north_dakota
38047,1998.6724556693064,2121.7555474482315,2438.3148247503723,2732.9880789965077,2886.726985841181,2932.0084664965384,2801.6569512572887,2493.187189948333,2117.463821629688,north_dakota
38049,5580.578400627991,5928.108932038079,6662.246398622416,7193.25980486861,7462.245512660873,7517.814802852416,7191.472106223868,6528.900100611195,5711.5263713879685,north_dakota
38051,2969.841452293564,3154.9312394929366,3501.6399035689046,3794.4805468032737,3944.708049391408,3980.882039541949,3825.256406066829,3504.194587778994,3091.0712572855973,north_dakota
38053,7104.112036585767,8513.748530064839,9224.805058383788,9669.508450100291,9890.895472150103,9927.16918509858,9633.42518645224,9004.308084388145,8136.204173729095,north_dakota
38055,9240.823821817125,9783.6675434909,10668.300007733727,11286.4983218822,11598.786006082632,11684.178380288104,11369.949367315365,10665.048502873717,9783.989698131178,north_dakota
38057,8973.281268199677,9534.247064687836,10115.980701212127,10439.206101588636,10571.899244391088,10531.019401234516,10140.10261002326,9522.771003173377,8723.379185752872,north_dakota
38059,30464.758956524514,35037.27940682008,39407.816753185616,40754.491444456,40871.48827510989,40191.545208396856,39300.05133945357,37805.663037465216,35184.02262178766,north_dakota
38061,8164.179102715285,8740.313084552283,9536.903477352447,10105.539415678337,10394.688823974304,10458.058356766216,10152.221657213107,9488.804311757323,8554.376044577382,north_dakota
38063,3210.77788221428,3389.541848597374,3742.360516326677,3994.344787235024,4122.701334642402,4152.218857868642,3981.426283847584,3633.6760988218575,3275.1742213807747,north_dakota
38065,2043.0218388196697,2182.9283624502687,2524.516084930487,2748.447109911975,2862.739184642316,2887.671224845461,2763.3536202046066,2495.344992946382,2116.5672959873327,north_dakota
38067,7732.410700827431,8192.00043280336,8830.486610795457,9178.94103892638,9337.78155760929,9328.556259231627,8987.204359319414,8347.57954545255,7543.098264887993,north_dakota
38069,4653.417206594371,4943.719812529984,5348.75097533886,5646.285436812545,5789.807269054771,5807.546191621385,5611.8975216203735,5231.91071942096,4818.941892662773,north_dakota
38071,12339.433107873469,13009.83685137102,13568.529526553386,13884.276249879626,14042.475616971617,14084.371951225923,13887.26122043603,13420.300131427484,12911.663070524422,north_dakota
38073,5581.019835333334,5917.450296744245,6370.465461422036,6588.451183237345,6676.831089054292,6646.642672498918,6354.419941196175,5841.1433861676,5216.090008526508,north_dakota
38075,2566.4423899162725,2981.4209715878687,3322.986100807038,3590.733536420975,3730.412705317181,3769.057817372558,3650.864468118924,3383.529130291104,3001.1811220887475,north_dakota
38077,17395.526808849652,18340.79681283228,19388.03429223097,19796.94451687584,19953.219768059746,19894.71500454877,19375.38951739413,18492.1689108608,17289.809716825872,north_dakota
38079,14432.550735220062,15278.05210651274,16072.202862380209,16332.58336382526,15815.097996686742,14976.475846739548,13166.735355610304,11657.609067642294,9630.64709372086,north_dakota
38081,3981.3637678357054,4213.567071063672,4630.855452244162,4872.139713482261,4987.677230827128,4998.058355644428,4807.159789465655,4436.2417901849785,3982.0595011928863,north_dakota
38083,1398.2236232715584,1480.6633438282763,1763.7140647926344,2042.9487866335453,2189.5729727449816,2231.576914986352,2094.146019516203,1788.4273957285209,1434.8814455180031,north_dakota
38085,4318.761623622959,4508.7169739014125,4895.732093739596,5239.703170159295,5421.095933661823,5476.095032940538,5343.454897993785,5043.366817000371,4608.611373078644,north_dakota
38087,746.7231884167738,770.7522507631969,893.9056397057373,1026.721928652507,1096.837780355863,1119.0328485376012,1069.0479220995137,960.6886271611492,806.2572539317014,north_dakota
38089,26790.078147317512,28586.425100127333,29592.2526665369,30020.616931326604,30021.671434230822,29762.882547621048,29120.999079661426,28035.81328061838,26958.730788819237,north_dakota
38091,2069.63145203258,2214.6378412869717,2560.186629278152,2775.950950064531,2884.3264813264977,2903.532022083024,2765.1730341790017,2477.2705466322354,2119.210228016368,north_dakota
38093,27868.959279717183,29795.33379117112,30978.82053734491,31620.62189567253,31787.959365983475,31677.07545458496,30964.78043658875,29932.37461504232,28324.173940866312,north_dakota
38095,2385.419498838538,2536.863893991629,2876.663287934472,3184.164893709725,3343.4310007494046,3386.728330901454,3239.476410104708,2908.8787452665024,2490.341099897895,north_dakota
38097,8615.764861970647,9168.255473343295,9827.101011508508,10102.0822539765,10207.48607118968,10151.627691489392,9751.470494127818,9054.896476356873,8125.697577580866,north_dakota
38099,11843.7589498954,12611.544840646877,13481.422501770488,13868.355380216228,14031.582001318624,14002.283865246916,13572.97358649639,12807.839530477857,11888.746719120476,north_dakota
38101,68201.32164027567,72320.58655265777,74013.01713544605,74631.30281328106,74328.59825427657,73682.4983248379,72188.5721626825,70447.11784036006,68414.72129037551,north_dakota
38103,4429.448029359905,4716.196590107847,5224.971798223685,5609.671384957946,5802.765469612732,5838.587999957575,5597.166052555504,5105.79292983547,4434.862655697229,north_dakota
38105,24173.75239936847,25468.297341278707,26425.30553055834,27070.58002868109,27401.568259365096,27475.359274592294,27142.41957874256,26037.56514031134,24788.459315672077,north_dakota
04001,120138.4723137887,166226.6556751504,192212.5559681044,192126.31601508363,179092.40999894775,149569.1002155749,99473.14728475724,79261.5438675893,66411.38966721688,arizona
04003,170196.87556110567,199247.35200712245,213703.2274849749,213644.65010061936,206202.44241913117,189948.2647170218,159621.06672558212,128895.4697004162,110791.3384335968,arizona
04005,172501.1601647858,211728.1794221097,238611.67826457688,238202.81316865532,222116.07224365292,191389.93134693743,159321.09255532408,146130.39449274103,128645.50084543454,arizona
04007,58512.32637140455,61973.13940512734,64258.11773933137,64221.48585570348,62023.45925375792,59877.36837985266,56908.42397515316,51440.68462110568,44510.17197890044,arizona
04009,52942.9016154439,64143.98791164868,71253.00184832273,71197.25485535475,66103.43366321437,59103.23094921492,51980.77098723868,44286.05437541468,38697.44918789321,arizona
04011,11942.356091516029,14617.668955745285,16015.124956725396,16002.369350675115,14981.921193744589,13223.967159920609,10801.595185631932,8901.111596084902,7317.74918226969,arizona
04012,30300.96284495599,39044.20811657175,45311.57156612754,64022.42608086879,60091.836112088415,54070.33271517203,46911.43515095863,42617.22846094045,40534.73860897796,arizona
04013,4081483.419663771,4188973.371771214,4213254.479163523,4213187.479748298,4204532.687126762,4186595.944172191,4141611.338821422,3995962.630083508,3762820.458192459,arizona
04015,250798.40180648965,282718.1916460961,301273.81814802537,301140.15998041973,288779.99452782987,270245.3863432492,247383.5359244836,221434.798796967,196914.7962666416,arizona
04017,150598.1274633113,189001.4431705117,211064.74811629695,210987.46141149607,198586.44648217785,173248.99101064407,133454.5037397725,109201.7612798039,89374.82105490199,arizona
04019,1120658.762758317,1172584.8283902511,1191551.7237842437,1191468.1590228372,1188935.19236154,1171497.9468992564,1140443.1182476934,1070881.1932664297,982680.5749196708,arizona
04021,449740.9542799899,482880.2044124276,496189.2775506872,496139.3734732327,489643.8683432724,477251.4704918271,451355.9499326369,406103.5778154121,368836.8837621638,arizona
04023,57646.20105947618,62548.98023394137,64275.94586719239,64265.78808533355,63244.03226253408,61281.083242942594,56934.66957242596,49520.1282256839,41033.529283207376,arizona
04025,250558.2549634573,273607.9202535544,284730.2862788733,283277.52026540425,275775.8424950176,262554.3142463805,244351.98622470765,215523.38792925823,187143.197314201,arizona
04027,222828.32304218772,302423.8686285291,348108.9432629948,348473.7425860171,346445.86151632667,338670.6681098162,327067.86567221273,311675.5354886431,295652.40130246425,arizona
37001,165743.2999706653,174451.10189789077,178329.39791036653,177472.51338544476,174012.3237250896,168759.51798392233,160079.29327132364,147997.173533176,135444.82442936007,north_carolina
37003,40089.79295031712,42462.80353436278,44077.809908694144,43734.81474944706,41782.17114916262,38732.33072514992,33871.76339352081,27545.65988989831,22263.919017820142,north_carolina
37005,12567.757338227811,13257.48074276361,14002.561161814434,14154.04921934269,13649.46149902744,12544.854097847729,11459.53437092178,10674.217406626723,9551.045573937325,north_carolina
37007,35925.08188667316,38240.3965379999,40518.8369728869,41045.463107856245,39987.20748032807,37286.79158509242,33796.921710466006,31647.106622693685,29125.81481843353,north_carolina
37009,28995.792227634123,30119.681433353173,31200.23742378046,31030.821135229493,29082.36420800231,26592.44530145388,24336.975369590276,21899.676288075578,17182.733910558825,north_carolina
37011,17945.370900114136,18215.998411868997,18426.99926389649,18308.71142362905,18132.06371517608,17554.91134346653,16829.932847741486,15909.877090943712,14123.92284781603,north_carolina
37013,62546.31885039433,65519.59574301251,68293.91319585,68926.77628639076,67205.46912817408,63355.43523004848,59718.32602544986,56663.03997302726,51856.78093043875,north_carolina
37015,28465.923799734053,29999.08846721164,31849.992976216035,32386.466523671737,31215.754982235696,28576.748194183965,26626.837926640797,25368.55398787569,23277.735172406472,north_carolina
37017,46659.53737983979,48975.180542602575,51425.86087677498,51980.99628095065,50179.87003600411,46586.88450890229,43807.2978516522,41594.66711374101,37992.59886421795,north_carolina
