FIPS,2020,2030,2040,2050,2060,2070,2080,2090,2100,state_name
27011,4076.4386669700816,3733.7671965252,3049.889263296605,2375.569648672055,1740.5583641065043,1406.1377015377388,1396.24261512645,1596.9026137527626,1790.5614007116474,minnesota
27013,69124.70863550971,75115.1220002649,81793.12571271132,86686.2796986609,91277.20394096554,96453.11781983943,102363.55092377945,108255.3428151297,114375.57265928783,minnesota
27015,23951.074411061574,24418.88222729952,25086.81768813491,25915.09171901204,26757.047603480605,27785.631174926293,28963.40137105886,30158.81652509436,31387.53702007735,minnesota
27017,31465.843980906146,26849.49465814421,22524.317740632217,21627.407372878344,22013.86588222462,22819.323544364768,23723.949655344048,24575.44213156996,25410.98406109864,minnesota
27019,98801.16257898686,104237.50272295278,108443.43139658176,131052.67702604068,153799.1550784497,179239.72450783922,207159.0789755817,234091.94250205607,261131.29783572163,minnesota
27021,18251.57714366351,11005.646059477076,5692.597174675441,2672.772839111466,2319.249475468021,2399.6431309412865,2848.260660164605,3318.037873463438,3777.938617617212,minnesota
27023,11197.136312585622,10991.455940864078,10954.051908087273,10821.461140703012,10754.241920266575,10841.100875769069,10984.31301408091,11174.758869779884,11424.90126539942,minnesota
27025,52737.17668131225,49924.027817433445,46798.55326777587,66758.21089234331,86998.2552340997,110368.72843766234,137106.91674258673,163176.34119079474,189481.50893403715,minnesota
27027,68254.53325713718,76579.31082177242,88366.97134757599,91013.63326233075,94601.70001694025,98998.149608929,104214.89718362656,109216.1385914914,114115.73714695704,minnesota
27029,5690.107377922225,3236.892008995112,2162.927960185986,1204.252706937889,1060.4277424833017,1025.935686777406,1193.0248138799031,1348.286411204627,1499.3717630189649,minnesota
27031,2165.68840680975,653.7963348739413,212.6062458855762,213.63006630081912,214.5222480826508,215.3621118220635,216.1614453034276,216.91635008660435,217.6132873501032,minnesota
27033,10116.590935937387,10125.33833403122,10088.134985808792,10382.564884929085,10612.614998466412,10920.102004840874,11416.738224206212,11876.223087943938,12308.224596540722,minnesota
27035,54155.389783256745,45793.48959547837,37854.91238475776,33025.11702946277,32217.104767558365,32390.44033460284,33158.69303249331,34005.50581695371,34869.08360536518,minnesota
27037,467028.06505651417,529048.3995570405,587272.6845134128,622914.6848642348,658685.8109713676,698512.9239904917,742341.270689859,784743.9810767594,827536.1472576584,minnesota
27039,18904.955200083303,18375.096283177994,18673.902612526857,28624.7701118774,38386.209216818286,49127.092959600166,60852.86237594685,72146.3294595489,83482.50904789669,minnesota
27041,33377.42083590491,30331.23909926039,27742.85628976829,26039.691162230567,24914.58872132393,24423.72115619,24640.607604968704,24998.854905952943,25504.65135980693,minnesota
27043,12006.130665637094,11700.661356786966,11652.30944769572,12935.905316962697,14120.73540183033,15496.376391766067,17039.651154191833,18577.04111593584,20256.32733635236,minnesota
27045,15554.159840484244,13904.065967035342,12949.989789022056,15220.460214590672,17337.318452500844,19815.53954909532,22572.183343787223,25195.883241660173,27808.77927974973,minnesota
27047,29328.57444026131,28819.463125036385,29606.15931426803,31768.572198384943,34039.99314340476,36603.23229374778,39548.24217813964,42392.248440111376,45250.21125648551,minnesota
27049,41758.14436966706,40262.53224046874,40468.79306363466,87884.04573335676,134660.97574334688,186059.74616184772,241858.54882010008,295244.2356723132,348569.91585319047,minnesota
27051,4190.315064280609,3677.826462618993,3072.63810201482,2658.751717969068,2227.920200649666,2029.20623015332,2033.2154691391447,2139.730634618229,2293.959643548781,minnesota
27053,1394508.1649391048,1652028.824271659,1934785.5539681336,1965269.1174173644,1997079.5360547367,2033746.3882354237,2074946.400378192,2115245.759761328,2155956.8179573165,minnesota
27055,15222.693739507797,14321.617644104705,14379.64584128792,15168.79074011533,15868.152809794276,16848.120415424444,17800.759109234677,18577.56018835833,19664.897816490164,minnesota
27057,16146.211891882196,10587.96400865105,6250.796811427437,5440.889976092427,5415.014761558229,5623.594707906581,5840.144400919492,6041.066576454135,6235.978045205038,minnesota
27059,36570.63484431157,33478.58887250652,30396.55691434971,52659.60528140736,76173.87765610553,103221.51727345207,133183.5243373423,162196.19491827412,191308.9055349761,minnesota
27061,36289.2708735374,28411.393913341806,21841.596051846445,18413.28004002649,17012.8106986465,16594.7028766356,16400.48026026793,16531.182376638244,16857.6281909217,minnesota
27063,7741.095154167439,7374.52860326372,7403.657316932293,7694.557631694139,7854.6270051126,8216.230555217218,8716.299029137088,9170.387310143136,9724.832867200195,minnesota
27065,12791.925535722014,9845.310880834426,8708.79548658895,17867.77268787603,26808.22447402651,36778.27479510187,47825.959511565605,58563.77758846768,69461.51933834418,minnesota
27067,40007.84163596016,39174.54465730048,38849.23637006886,38893.121525480725,39404.94665456022,40810.999213707,42677.08577476785,44555.7544493546,46475.93526895112,minnesota
27069,3134.493986361692,2797.8142955007056,2024.9898484834875,2167.876870000121,2403.458565985009,2894.342296771977,3422.470606624958,3980.8546827848127,4657.165369552145,minnesota
27071,10703.572429091084,9085.551622609102,8240.064681130398,8344.622736771926,8453.531906339816,8568.179982239502,8688.432617272609,8799.991235507416,8908.231942564042,minnesota
27073,5043.838262573282,4518.371184354498,4227.626791945392,4053.504403947757,3676.774929000735,3697.546216147511,3740.853061204162,3871.258969162802,4262.98256738103,minnesota
27075,9621.879147517431,7694.576723138337,6628.611144750311,6765.215086466046,6880.442960855121,6981.714215376057,7277.970041673814,7621.900494782973,8118.38704551727,minnesota
27077,2066.6877052927107,1277.595828544478,625.2195217064526,252.3956118578456,257.16865146546087,262.2491431501072,267.6090771110893,272.6548131717321,277.53815870996976,minnesota
27079,25929.933215904963,24829.250746046207,25096.263869354312,53384.02119199144,81264.28617941863,111960.6982971859,145340.5026418563,177325.0974749121,209236.52566731308,minnesota
27081,4137.367519998077,3644.689376777571,3359.440493530632,4280.049195299834,5149.980734139614,6047.041618853885,6974.474687873584,7746.3918141021795,8806.192866910775,minnesota
27083,25544.821334352957,26597.608826782696,27425.067128312403,26960.575425230418,26528.01885016423,26303.841427136467,26276.45926854308,26450.092798418693,26536.48627086795,minnesota
27085,35898.18976818289,35689.060828015085,36422.40539119747,65548.33145964784,94299.60175517378,125868.12334752025,160195.4531969031,193024.48239275417,225653.117921209,minnesota
27087,3691.3490864154433,3001.0074547924887,2585.789934987027,3831.094460036069,5139.117912964707,6713.610621780148,8540.52957182655,10192.080540764617,11929.8931491404,minnesota
27089,5833.355928455061,5067.729696649564,3585.801228986148,2727.073325136458,4099.2457111411095,5662.314789170119,7417.51493439921,9061.187424838396,10663.56375335342,minnesota
27091,18905.636361919183,18565.8816089156,18388.871955635117,18565.52796064466,18878.04771523018,19338.014545519887,20058.365608979835,20775.886393466597,21626.99179901109,minnesota
27093,19141.128674511983,16888.129712048467,16511.75308222916,32118.70388969844,47466.34336534842,64370.99569541654,82939.25148874977,100900.98886875735,118976.88829868336,minnesota
27095,22316.440945124752,19026.231323600823,17458.514401248365,29993.39418152562,42200.71783661149,55925.81014923347,71186.74404981652,86121.56092273758,101217.29272609952,minnesota
27097,26457.726083548496,21339.08065100791,19126.30172064165,20521.50537394342,22177.323249192385,24639.548810494885,27634.60950796593,30696.4524604082,34051.20529255595,minnesota
27099,40033.06987932365,42535.4020421106,45098.38642191376,46604.0380641021,48246.86011383039,50356.724393287564,52907.96399298172,55424.78850030055,57918.8073780154,minnesota
27101,5990.8446137688325,5426.133260950979,5175.731981644737,7126.495826192368,8947.687627756273,10958.656062002048,13147.285190256254,15121.627118800256,16986.56812836707,minnesota
27103,32865.45732120179,34529.18386125004,36731.63369710578,47052.20191286498,57201.46124673216,68406.0515513056,80726.50591357908,92608.03232140692,104603.6568956558,minnesota
27105,20359.950284876417,21159.24845107841,22163.77664317492,24774.91103801092,27225.74201300053,30033.94685264353,33012.647945448865,35810.30399102423,38668.01730252174,minnesota
27107,4939.553454275807,4599.364894870791,4154.050217013794,8145.88118569295,12480.014211565787,17230.929812834,22345.10012512239,27330.018107590808,32442.405772460083,minnesota
27109,163399.63331554233,180451.26511487152,196395.20474907936,199891.2122515264,202993.9493868184,206616.10759032148,210833.81814383375,214992.7736479031,219432.0306262343,minnesota
27111,47906.84472243183,37626.361178927546,32290.88239187224,33574.54525374907,35954.2490522259,39405.40217045367,43804.302246992585,48439.3940982098,53275.79286198192,minnesota
27113,13080.76736383026,12687.425534571768,12457.599565422955,12855.981393323538,13387.70593577873,13980.696477758838,14631.294856733532,15247.193425758896,15847.904841020698,minnesota
27115,21608.89069917801,16664.695144602516,14511.732752161037,20915.39863069388,27605.546892827115,35338.05675610637,43998.417504675774,52412.88578993499,61025.45227461639,minnesota
27117,8342.932004249527,8123.342561690871,8045.612395138978,9826.904203175722,11593.895400139036,13629.698527596058,15904.410517762446,17968.75005290336,20062.0104916256,minnesota
27119,29714.284509318368,29422.998015093755,31185.136226753588,34792.53288025528,38493.91956237069,42811.00901633943,47856.9485539342,52895.12297231002,57831.39049090957,minnesota
27121,7870.086693353266,6818.671305186719,5939.236739952522,5903.13206819034,5928.980579180254,6133.786202023954,6431.546452920938,6816.858327444448,7149.624366546339,minnesota
27123,619080.1694115229,736455.9698664411,865157.5972628167,874577.9666450192,883893.0015248025,894163.360293721,905422.7768740752,916298.8903773022,927241.6808338806,minnesota
27125,2691.9240021265355,2318.502805754488,1827.902360080115,1318.0463643697085,1363.4273669201225,1779.764364794033,2308.012716583568,2803.1977765186243,3286.815124157282,minnesota
27127,13077.610012275769,12811.860401723416,12486.849113905906,12665.94503631562,12957.11023007366,13424.391444517516,13998.884973219236,14556.028327161475,15310.12986729306,minnesota
27129,11984.627563387185,11645.376704551907,11603.046784067548,14236.003777861426,16774.93040327292,19671.81579109287,23000.833026825723,26203.185899449887,29400.39311537976,minnesota
27131,67303.21325397532,70069.7224570821,72812.56008269907,105176.01027707034,137346.08194118665,173218.6090034073,212621.70626612063,250590.26957634563,288546.05275244685,minnesota
27133,8649.034626207917,8377.95668588634,8411.655161604402,10313.916919929488,12292.008774469885,14622.091251657554,17182.400280618833,19563.342238813137,21866.57561559755,minnesota
27135,9927.821490967011,7200.856373506031,5050.832735151755,4470.950524946853,4414.528747389233,4566.667081245573,4727.891657090343,4878.521793113997,5025.072147258226,minnesota
27137,199791.0970709299,191773.25981718287,186362.79809045783,182934.2575887947,182923.1832600687,184602.030759277,187110.78949294976,189722.5097291104,192598.6345228828,minnesota
27139,144394.08749647156,155922.07533547442,165126.575839581,184584.6377683321,204072.48220702304,226916.90370139424,252893.7376803365,278419.0716330204,304412.753950223,minnesota
27141,94748.10700817384,97117.22815330216,97507.00585352092,115811.32520397042,133805.881366087,154996.3386577513,179765.1347664291,204875.3433314604,230903.148006916,minnesota
27143,11963.070825680332,11198.233079130065,11242.244590423294,37483.53121244426,63521.11180105334,92071.96949588537,123099.55570422974,152793.8375169656,182356.4482713927,minnesota
27145,157073.47404632365,161810.58545547383,167989.1619793482,180255.7104322009,191864.76176509785,205030.2022161282,220051.20744491537,234761.3934218824,250068.7306049412,minnesota
27147,38000.0746923925,39929.84409413279,42783.96654464712,55162.20245406379,67363.26513232714,80751.52402291275,95309.3569658092,109275.58594575436,123215.66493746442,minnesota
27149,8325.323316898424,8182.277771619612,8167.188463312497,8050.518981578198,7973.338539290769,7927.087391690116,7988.89185279637,8233.883588107625,8470.379740630353,minnesota
27151,7812.462031535668,7435.460940912996,7185.629200838233,7270.049601382056,7376.031431634754,7513.506731181879,7637.739727489859,7963.249674572078,8375.819672055182,minnesota
27153,18887.86970679779,13645.199034965097,11546.584683070723,11997.909666996598,12855.684764324667,14001.897259184689,15314.402937473706,16546.976997058224,17922.411112944537,minnesota
27155,2548.8489154355257,2429.754847606137,2223.948753226967,1880.4567890875653,1660.8591965285054,1577.6428208080156,1693.3921678727288,1996.0180642561763,2291.296090345365,minnesota
27157,17468.68108087066,16344.889678971183,16273.333953489107,27328.070596056903,38129.20356970955,50008.78727970505,62890.70930531219,75171.4245935236,87376.64365229358,minnesota
27159,10934.05838105722,9130.854931815313,8126.859365814213,7379.594943266597,6847.831185866848,6645.463369749187,6676.882161942024,6864.145259795417,7045.675351759353,minnesota
27161,18020.164333343582,18139.623506038148,18890.212455370453,28206.139563949484,37401.344593552974,47514.21239714774,58562.73175845081,69192.85081605488,79811.03096299594,minnesota
27163,268262.8612362543,294277.81458862976,316951.6448453114,333108.2183872193,351517.26130940136,374708.23666893865,401487.8761840583,427888.6839911335,454928.1890288968,minnesota
27165,9975.816826221711,10090.445222808044,10355.20324352366,10872.25562724556,11348.970775083792,11926.287138811807,12557.627225417707,13122.540716303529,13716.51005602498,minnesota
27167,5682.913058077667,5498.325767591988,5432.9529913661,8937.898316881745,12480.037289655624,16270.139681503597,20386.26933218221,24301.5065774245,28127.537618236027,minnesota
27169,50264.49081667114,50207.96026932782,50668.14259020711,51263.76577162568,52285.50639504418,53780.77421551234,55620.0938206553,57522.03630759915,59514.44429888608,minnesota
27171,127941.47422998666,128957.65788593446,127996.4755150812,165721.62479112003,204470.4183955347,249408.16615863016,299300.0068050382,347445.70299003297,395759.82859034894,minnesota
27173,7603.856406382564,7058.771890183259,6547.883335139583,6191.69347312542,6088.887288693177,6239.093654919651,6398.28296746844,6404.4902754424975,6873.65414305702,minnesota
20001,12394.112667966554,12249.911194222072,12182.436738345044,12725.48878803501,13213.555210021426,13776.78680570923,14425.795946548604,15120.324714229831,15893.979097894698,kansas
20003,6037.3321608556535,5409.059421962457,5192.290508286751,15682.51167937162,26325.769655612203,37835.414820576,50020.44650115797,61892.54900131463,73674.83584737626,kansas
20005,16279.016714506635,16328.390574403868,16843.591327726932,35344.674473691535,54090.18813488136,74376.28575712914,95846.05090875548,116711.7471734474,137326.2686516551,kansas
20007,4159.759091063798,4001.457679094302,3314.291371003853,4004.3830773613,4603.6568333062205,5184.855838025148,5714.356279351288,6161.729388362704,6818.950734009461,kansas
20009,28819.46311898824,30934.923621442787,32910.194925225995,33765.86372593251,34670.29444977858,35850.93837329176,37137.306740653206,38424.14180745164,39676.29874200585,kansas
20011,13433.71352964826,12636.88610856014,12259.996262783272,13920.680310569403,15610.712061789343,17551.538759405918,19676.589060004357,21843.87756655698,24056.5921041658,kansas
20013,8239.892410995788,7630.793827763276,7204.603827554546,12142.277822750782,17152.97451658032,22595.272884717146,28394.8773930812,34103.432766874146,39825.05458607897,kansas
20015,66173.72961996548,66269.65462531144,69919.26816393695,85106.2977697516,101463.20166399896,120087.22940698933,140008.88223019362,158944.93692509504,177320.4169410479,kansas
20017,1813.6967573244935,1535.03818446882,1203.7765050189043,9062.176745624942,16905.294352189212,25241.675309560465,33890.308581244055,42127.05770160342,50099.43409094277,kansas
20019,2540.349739572982,2170.2346036245085,1516.1098274671167,4622.949143343207,7706.317802937292,10977.755006395866,14383.79189501127,17643.728190384878,20806.564294157957,kansas
20021,20099.918081301403,18480.01824295616,18454.288760263764,19711.51827984236,20715.588275607955,21876.528490016262,23309.2722783106,24874.30773779833,26532.266618558573,kansas
20023,2096.9140508109017,2092.8569159511185,1698.8768561174095,1144.1316882443914,813.1832731929918,948.6724873076116,1099.758853746759,1239.1631081246471,1370.861480215205,kansas
20025,1882.884056297435,1830.895360882972,1355.4647928234326,1947.3388054993975,2516.707202461242,3138.985211262374,3845.426557951902,4462.1025046476325,5006.216720394638,kansas
20027,7239.957020740583,7235.660397041358,7262.6215377146655,9288.20749223413,11253.869198411076,13374.49268753844,15594.132713699342,17657.94882103462,19723.290786459,kansas
20029,8999.842094009922,9421.491139623668,9236.675696800452,10850.797397432723,12331.443675289966,13923.539248915016,15738.192922986354,17526.39246558617,19332.226739169197,kansas
20031,6683.536658416377,6137.608954247054,5402.111877373904,9403.698996828192,13397.134231275437,17711.290213411503,22281.846156181356,26768.799078809243,31276.968880256827,kansas
20033,1484.6279926472882,1373.6021810666234,728.7156516183661,830.3079322538304,1082.6687918853302,1526.8695665286198,1981.2925163689688,2408.4526754919657,2817.8215092838104,kansas
20035,36380.993912326645,37566.1693002643,39196.503720084,52840.254916556594,66621.71650843979,81510.17431665219,97086.34296996186,111969.81859208531,126437.4500077961,kansas
20037,40382.49668233946,41894.384767333446,43415.29748556183,43472.51235089013,43803.052443941626,44608.2167133093,45636.4080129395,46739.53564131667,47816.436447328815,kansas
20039,2331.0333738205745,2222.750907595414,1869.6892309863424,663.8221271889678,781.342016300571,915.302269957259,1048.3167096126117,1172.8038758219843,1292.5193541738493,kansas
